"","Postcode","ABSTUDY..Living.allowance.","ABSTUDY..Non.living.allowance.","Age.Pension","Austudy","Carer.Allowance","Carer.Allowance..Child.Health.Care.Card.only.","Carer.Payment","Double.Orphan.Pension","Disability.Support.Pension","Family.Tax.Benefit.A","Family.Tax.Benefit.B","Health.Care.Card","Low.Income.Card","Newstart.Allowance","Parenting.Payment.Partnered","Parenting.Payment.Single","Partner.Allowance","Pensioner.Concession.Card","Commonwealth.Seniors.Health.Card","Sickness.Allowance","Special.Benefit","Widow.Allowance","Widow.B.Pension","Wife.Pension..Partner.on.Age.Pension.","Wife.Pension..Partner.on.Disability.Support.Pension.","Youth.Allowance..other.","Youth.Allowance..student.and.apprentice."
"1082","3374","0","0","63","<5","11","0","8","0","21","25","25","28","15","11","<5","<5","0","103","<5","0","0","0","0","0","0","<5","<5"
"1083","3375","0","<5","29","0","8","0","<5","0","10","18","9","21","8","7","0","<5","0","48","9","0","0","<5","0","0","0","<5","<5"
"1085","3378","0","0","7","0","<5","0","<5","0","<5","8","<5","5","<5","<5","0","0","0","9","<5","0","0","0","0","0","0","<5","<5"
"1086","3379","<5","<5","120","0","31","0","15","0","43","50","36","51","12","29","<5","7","0","200","16","0","0","<5","0","0","<5","0","<5"
"1088","3381","<5","0","149","<5","27","0","10","0","28","67","44","70","40","33","<5","7","0","215","28","<5","0","0","0","0","0","<5","<5"
"1089","3384","0","0","89","0","28","<5","12","0","31","41","32","56","17","29","<5","8","0","157","7","0","0","0","0","0","0","<5","<5"
"1090","3385","0","0","88","0","19","0","6","0","36","31","19","46","15","26","<5","<5","0","153","10","<5","0","<5","0","<5","0","<5","<5"
"1091","3387","0","0","34","0","15","0","10","0","17","22","14","25","7","5","5","<5","0","72","9","0","0","<5","0","<5","<5","0","<5"
"1092","3388","0","0","90","0","28","<5","16","0","43","40","27","51","11","17","<5","5","0","163","18","0","0","<5","0","0","0","5","<5"
"1094","3391","0","0","15","0","9","0","<5","0","14","15","10","18","<5","11","<5","<5","0","42","9","0","0","0","0","0","<5","<5","0"
"1095","3392","0","0","127","0","31","0","24","0","50","35","22","39","18","17","<5","<5","<5","221","7","0","0","<5","0","<5","0","<5","<5"
"1097","3395","0","0","70","0","23","0","13","0","30","15","8","33","7","10","<5","<5","0","122","14","0","0","0","0","0","0","<5","<5"
"1098","3396","0","0","153","0","24","<5","11","0","44","41","31","34","5","22","<5","<5","0","232","20","0","0","<5","0","0","0","<5","<5"
"1101","3402","0","0","7","0","<5","0","<5","0","0","<5","<5","<5","<5","0","0","0","0","8","0","0","0","0","0","0","0","0","<5"
"1102","3407","0","0","56","0","9","<5","<5","0","15","35","24","36","12","18","<5","<5","0","79","13","0","0","0","0","0","0","0","5"
"1103","3409","0","0","123","<5","18","0","7","0","38","63","44","64","22","22","5","5","0","184","14","0","0","0","0","0","0","<5","<5"
"1104","3412","0","0","70","0","14","<5","5","0","25","23","16","19","6","11","<5","<5","0","110","8","0","0","<5","0","<5","<5","<5","<5"
"1105","3413","0","0","21","0","<5","0","<5","0","<5","7","6","8","<5","<5","0","<5","0","25","7","0","0","0","0","0","0","0","<5"
"1107","3415","0","0","<5","0","0","0","0","0","<5","<5","<5","<5","0","<5","0","0","0","6","<5","0","0","0","0","0","0","0","<5"
"1109","3419","0","0","160","<5","23","0","5","0","38","69","45","60","22","30","6","<5","0","225","27","<5","0","<5","0","<5","0","<5","<5"
"1110","3420","0","0","17","<5","5","0","<5","0","9","20","12","14","0","6","<5","<5","0","33","<5","<5","0","0","0","0","0","0","0"
"1111","3423","0","<5","102","0","33","0","20","0","53","33","23","43","11","25","<5","<5","<5","200","11","0","0","<5","0","0","0","<5","<5"
"1112","3424","0","0","146","<5","20","<5","6","0","38","42","27","63","15","24","<5","<5","0","207","19","0","0","<5","0","0","0","<5","<5"
"1114","3428","0","0","75","0","24","0","8","0","16","44","37","40","12","23","<5","6","0","122","7","0","0","0","0","0","0","6","8"
"1116","3430","0","0","33","0","12","0","6","0","11","18","13","13","5","<5","<5","0","0","51","9","0","0","0","0","0","0","<5","0"
"1118","3432","0","0","14","0","<5","0","<5","0","<5","11","10","7","0","6","0","0","0","23","5","0","0","0","0","0","0","0","0"
"1119","3433","0","0","15","0","8","0","<5","0","5","11","6","10","<5","<5","<5","<5","0","24","<5","0","0","0","0","0","0","0","0"
"1124","3440","0","0","220","0","31","0","13","0","32","76","54","76","32","30","<5","7","0","283","29","<5","0","0","0","0","0","<5","8"
"1125","3441","<5","0","133","<5","18","0","<5","0","16","30","24","31","16","8","0","<5","0","157","38","0","0","0","0","0","0","0","<5"
"1128","3446","0","0","121","<5","25","0","9","0","40","87","66","82","26","39","6","5","0","192","11","0","0","0","0","0","0","5","<5"
"1129","3447","0","0","55","<5","13","0","<5","0","22","34","21","36","17","16","<5","<5","0","96","5","0","0","0","0","0","0","<5","<5"
"1130","3448","<5","0","118","<5","16","<5","10","0","39","59","37","68","25","32","5","<5","0","188","20","0","0","<5","0","0","0","6","<5"
"1133","3453","0","0","234","<5","36","<5","14","0","64","110","79","86","25","33","10","10","0","341","29","<5","0","0","0","0","<5","6","6"
"1137","3462","0","0","216","5","34","0","21","0","59","90","65","108","44","67","8","6","0","336","25","<5","0","<5","0","0","<5","5","6"
"1139","3464","0","0","183","<5","50","<5","23","0","68","97","60","111","45","48","<5","16","<5","310","10","0","0","<5","0","0","0","10","<5"
"1141","3467","0","0","309","0","59","<5","36","0","99","89","64","95","20","61","8","10","0","488","10","0","0","<5","0","0","0","5","<5"
"1142","3468","0","0","61","0","10","<5","<5","<5","19","18","17","29","12","16","<5","5","0","101","8","0","0","<5","0","0","0","0","<5"
"1143","3469","0","0","66","0","12","0","5","0","21","19","10","21","9","12","<5","<5","0","102","5","0","0","0","0","0","<5","0","<5"
"1144","3472","0","0","404","0","88","0","56","0","156","106","85","144","51","109","12","17","<5","698","17","<5","0","<5","0","<5","<5","8","5"
"1145","3475","0","0","88","0","21","0","19","0","42","18","16","34","8","18","<5","<5","0","160","<5","0","0","<5","0","<5","0","<5","<5"
"1146","3477","0","0","104","0","22","0","13","0","46","45","26","60","15","37","<5","<5","0","186","16","0","0","<5","0","<5","<5","<5","<5"
"1148","3480","0","<5","346","0","65","<5","28","0","74","124","75","140","35","59","12","12","0","491","44","<5","0","0","0","0","<5","5","8"
"1149","3482","0","0","38","0","7","0","7","0","15","14","9","23","<5","5","<5","<5","0","65","<5","0","0","0","0","0","0","<5","<5"
"1150","3483","0","0","148","0","33","<5","8","0","32","66","39","71","14","16","<5","<5","0","197","28","0","0","0","0","<5","0","<5","5"
"1151","3485","0","0","52","0","12","0","5","0","24","13","9","30","7","9","<5","<5","0","88","15","0","0","<5","0","<5","0","<5","<5"
"1152","3487","0","0","7","0","5","0","<5","0","11","8","5","11","<5","<5","<5","0","0","22","0","0","0","0","0","0","<5","0","0"
"1153","3488","0","0","14","0","<5","0","0","0","9","7","<5","17","<5","9","0","0","0","27","<5","0","0","0","0","0","0","<5","<5"
"1154","3489","0","0","8","0","<5","0","<5","0","<5","<5","<5","5","0","<5","0","<5","0","12","0","0","0","0","0","0","0","0","0"
"1156","3491","0","0","28","0","8","0","<5","0","9","10","9","18","<5","<5","0","<5","0","42","<5","0","0","0","0","0","0","<5","0"
"1157","3494","0","0","42","<5","15","0","9","0","29","47","32","62","12","32","9","<5","0","98","<5","0","0","0","0","0","<5","<5","<5"
"1161","3501","0","<5","236","<5","89","<5","33","0","93","172","101","179","60","65","12","20","<5","417","42","0","0","<5","0","<5","<5","9","8"
"1162","3502","0","0","31","0","6","0","<5","0","5","13","9","18","6","<5","0","<5","0","47","9","0","0","0","0","<5","0","<5","<5"
"1164","3506","0","0","<5","0","0","0","0","0","0","<5","0","5","0","<5","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"1165","3507","0","0","18","0","9","<5","7","0","9","12","12","17","9","6","0","<5","0","41","14","0","0","0","0","0","0","<5","<5"
"1166","3509","0","0","34","0","5","0","<5","0","10","13","6","11","<5","7","0","<5","<5","52","10","0","0","0","0","0","0","0","0"
"1167","3512","0","0","50","0","6","0","0","0","15","18","13","19","<5","<5","<5","<5","0","68","17","0","0","0","0","0","0","<5","0"
"1169","3516","0","0","106","0","24","0","11","0","32","53","37","39","8","28","<5","6","0","172","10","0","0","0","0","0","0","<5","<5"
"1170","3517","0","0","299","<5","57","0","36","0","115","94","64","124","23","77","11","9","0","498","15","<5","0","0","0","0","<5","5","<5"
"1172","3520","0","0","55","0","17","0","13","0","34","15","11","14","<5","13","0","<5","<5","115","0","0","0","0","0","<5","0","<5","0"
"1173","3521","<5","0","64","0","22","0","13","0","22","54","43","48","12","15","5","7","0","112","10","<5","0","0","0","0","0","<5","5"
"1174","3522","0","0","31","0","17","0","6","0","19","22","16","24","8","6","<5","<5","0","62","6","0","0","0","0","0","<5","0","<5"
"1177","3527","<5","0","171","<5","28","0","12","0","38","46","30","75","16","30","<5","<5","0","239","22","<5","0","0","0","0","0","<5","<5"
"1178","3529","0","0","10","0","5","0","<5","0","<5","10","<5","20","<5","6","0","<5","0","23","<5","0","0","0","0","<5","0","0","<5"
"1179","3530","0","0","12","0","<5","<5","<5","0","13","6","<5","8","<5","<5","0","<5","0","28","<5","0","0","0","0","0","0","0","<5"
"1180","3531","0","0","28","0","14","0","8","0","15","18","12","23","<5","10","<5","<5","0","61","0","0","0","0","0","<5","0","0","<5"
"1181","3533","0","0","137","0","32","0","18","0","63","47","32","63","9","41","<5","7","0","248","17","<5","0","<5","0","0","<5","<5","<5"
"1182","3537","0","0","214","0","33","0","20","0","45","66","45","47","9","20","<5","9","0","300","25","0","0","<5","0","0","0","5","<5"
"1183","3540","0","<5","64","0","12","0","8","0","20","16","11","23","6","9","0","<5","0","99","9","0","0","0","0","0","0","<5","<5"
"1184","3542","0","0","22","0","8","0","<5","0","11","12","7","10","<5","<5","0","<5","0","39","6","0","0","0","0","0","0","0","<5"
"1185","3544","<5","0","32","0","12","0","6","0","13","16","13","14","<5","7","0","<5","0","56","<5","0","0","0","0","0","0","0","<5"
"1186","3546","0","<5","65","<5","11","0","5","0","20","29","22","22","5","16","<5","6","0","104","11","0","0","0","0","<5","0","0","6"
"1190","3552","0","0","5","0","0","0","0","0","5","<5","0","15","13","<5","0","0","0","10","0","0","0","0","0","0","0","<5","12"
"1193","3557","0","0","65","<5","32","<5","11","0","35","56","39","51","14","24","7","5","0","132","7","<5","0","0","0","0","0","<5","<5"
"1194","3558","0","0","197","0","38","0","20","0","48","66","57","55","18","27","<5","17","0","301","26","<5","0","0","0","<5","0","<5","<5"
"1195","3559","0","0","76","0","22","0","12","0","21","26","17","17","8","5","0","<5","0","118","9","0","0","<5","0","0","0","<5","<5"
"1197","3562","0","0","29","0","8","0","<5","0","9","14","10","14","7","5","0","0","0","44","5","0","0","0","0","<5","0","<5","<5"
"1198","3563","0","<5","130","<5","30","0","10","0","34","62","44","63","19","25","<5","14","0","207","13","0","0","0","0","0","<5","<5","6"
"1200","3565","0","0","16","0","<5","0","<5","0","<5","6","<5","8","<5","8","0","0","0","25","<5","0","0","0","0","0","0","0","0"
"1201","3566","0","0","82","<5","21","0","7","0","24","39","23","44","14","17","<5","9","0","137","7","0","0","<5","0","<5","0","<5","<5"
"1202","3567","0","0","117","<5","21","0","11","0","25","53","29","44","9","26","<5","9","0","176","17","0","0","0","0","0","0","<5","<5"
"1204","3570","0","0","89","<5","29","0","21","0","47","60","37","39","10","25","<5","14","0","191","5","<5","0","<5","0","0","<5","<5","<5"
"1205","3571","0","0","43","0","9","0","5","0","12","25","16","34","6","10","<5","<5","0","67","9","0","0","0","0","0","0","<5","0"
"1206","3572","<5","<5","11","0","5","0","0","0","<5","16","11","14","5","8","0","<5","0","23","5","0","0","0","0","0","<5","<5","<5"
"1207","3573","<5","0","33","0","19","0","10","0","16","24","18","32","10","10","<5","<5","0","65","8","0","0","0","0","0","0","0","<5"
"1208","3575","0","0","104","<5","24","<5","12","0","48","67","52","69","17","41","7","7","0","194","14","0","0","<5","0","0","<5","<5","<5"
"1209","3576","0","0","<5","0","<5","0","<5","0","<5","5","<5","6","<5","<5","0","<5","0","10","<5","0","0","0","0","0","0","0","0"
"1211","3580","0","0","257","<5","26","<5","15","0","43","83","53","69","24","51","6","14","0","359","20","<5","0","<5","0","<5","0","<5","<5"
"1212","3581","<5","0","28","0","6","0","<5","0","10","13","<5","17","7","5","<5","<5","0","43","<5","<5","0","0","0","0","0","0","<5"
"1213","3583","0","0","15","0","7","0","<5","0","8","19","11","21","<5","6","<5","<5","0","34","<5","0","0","0","0","0","<5","0","<5"
"1214","3584","0","<5","167","0","47","<5","22","0","50","83","58","86","26","50","7","9","0","282","25","0","0","0","0","0","<5","<5","<5"
"1215","3585","<5","22","1,661","<5","339","10","132","<5","524","972","739","869","244","410","59","218","0","2,743","177","<5","<5","<5","0","<5","<5","73","51"
"1216","3586","0","0","42","<5","25","0","10","0","24","45","30","48","15","14","<5","6","0","90","<5","0","0","0","0","0","0","0","<5"
"1217","3588","0","<5","56","0","14","0","7","0","16","33","22","34","12","11","6","<5","<5","89","0","0","0","<5","0","<5","0","0","0"
"1218","3589","0","0","31","0","10","0","<5","0","8","30","20","29","5","<5","<5","<5","0","44","0","0","0","0","0","0","0","<5","<5"
"1219","3590","0","0","31","0","10","0","<5","0","15","24","13","27","9","7","0","<5","0","52","<5","0","0","0","0","0","0","0","<5"
"1220","3591","0","0","11","0","5","0","<5","0","5","9","6","<5","<5","<5","0","<5","0","25","<5","0","0","<5","0","0","0","0","0"
"1221","3594","0","0","84","0","25","<5","9","0","32","36","28","50","17","21","<5","<5","0","142","6","0","0","0","0","<5","0","<5","<5"
"1222","3595","0","<5","118","0","34","<5","23","0","55","67","56","49","12","37","<5","13","0","234","5","0","0","0","0","0","0","<5","5"
"1223","3596","0","0","13","0","6","0","<5","0","6","10","<5","11","<5","6","0","0","0","26","<5","0","0","0","0","0","0","0","0"
"1224","3597","0","0","52","0","11","<5","5","0","17","23","17","14","6","<5","0","<5","0","81","<5","0","0","0","0","0","0","<5","<5"
"1225","3599","0","0","19","0","5","0","<5","0","7","7","6","<5","<5","6","0","0","0","37","<5","0","0","<5","0","<5","0","0","0"
"1226","3607","0","0","15","0","<5","0","<5","0","5","9","6","7","<5","<5","0","<5","0","25","0","0","0","0","0","0","0","0","<5"
"1228","3610","0","0","230","<5","49","<5","27","0","86","121","88","130","45","67","9","12","0","399","19","<5","0","<5","0","0","0","9","6"
"1229","3612","<5","<5","401","<5","85","<5","46","<5","134","118","91","133","45","98","8","21","<5","672","14","0","0","<5","0","<5","<5","6","6"
"1230","3614","0","<5","62","0","20","0","13","0","23","57","32","39","14","24","<5","<5","0","119","13","0","0","0","0","<5","<5","<5","6"
"1232","3617","0","0","9","0","0","0","0","0","6","10","8","9","5","<5","0","<5","0","18","0","0","0","0","0","0","0","0","<5"
"1233","3618","0","0","95","0","34","<5","20","0","42","62","39","75","19","35","<5","5","0","185","5","0","<5","0","0","<5","0","11","<5"
"1234","3619","0","0","8","0","<5","0","0","0","6","11","7","7","0","6","0","0","0","17","0","0","0","0","0","0","0","<5","0"
"1237","3622","0","0","45","0","9","0","<5","0","16","24","15","15","<5","6","<5","<5","0","71","8","0","0","0","0","0","0","<5","<5"
"1238","3623","0","0","183","<5","20","<5","10","0","38","70","60","71","12","40","<5","18","0","268","11","<5","0","<5","0","0","0","<5","<5"
"1239","3624","0","0","87","0","18","0","6","0","35","55","38","53","14","27","5","11","0","158","7","0","0","<5","0","<5","<5","<5","<5"
"1243","3632","0","0","11","0","<5","0","<5","0","8","7","<5","9","<5","<5","0","0","0","22","<5","0","0","0","0","0","0","<5","<5"
"1244","3633","0","0","61","0","20","<5","10","0","23","53","34","57","11","26","<5","<5","0","111","10","0","0","0","0","0","<5","6","<5"
"1245","3634","0","<5","184","0","49","<5","14","0","38","144","90","120","29","51","5","12","0","278","22","<5","0","<5","0","0","0","9","6"
"1246","3635","0","0","61","0","17","0","7","0","31","44","34","36","13","16","<5","8","0","118","7","0","0","0","0","<5","0","<5","<5"
"1248","3637","0","0","49","0","18","0","9","0","26","41","24","39","12","13","0","<5","0","94","8","<5","0","0","0","0","0","<5","<5"
"1250","3639","0","<5","107","0","28","0","18","<5","45","42","34","63","19","45","0","12","0","207","11","<5","0","<5","0","<5","0","7","<5"
"1251","3640","0","<5","77","0","32","0","20","0","41","86","53","101","31","42","5","11","0","181","10","0","<5","0","0","0","<5","6","6"
"1252","3641","<5","0","151","0","42","0","19","0","49","98","65","68","17","44","<5","12","<5","267","5","0","0","<5","0","0","0","<5","<5"
"1253","3643","0","0","9","0","<5","0","<5","0","7","7","6","<5","0","<5","0","0","0","19","<5","0","0","0","0","0","0","0","0"
"1254","3644","<5","7","1,741","<5","356","7","129","0","417","687","527","579","134","350","29","135","<5","2,628","134","7","0","9","0","<5","<5","36","30"
